1,FallCheck,0,-30,0,
1,Line,31.0655,-1.33532,0,7.58446,1,1,
1,PLAYER,6.44317,0,-11.7606,0,1,0,1,1
1,PLAYER,-9.95169,0,-11.7606,0,1,0,1,0
1,BALL,3,-2.70289,10,0.9,0,1
1,BALL,-1,-2,1.61716,1,0,1
1,BALL,2,-3,5,0.9,0,1
1,BALL,-2,-2,1,1,0,1
1,BALL,-2,-2,7.40653,1,0,1
1,BALL,5.3015,-2,7.40653,1,0,1
1,BALL,5.3015,-2,0.530878,1,0,1
1,BALL,5.3015,-2,-4.94645,1,0,1
1,BALL,-2.86443,-2,-4.94645,1,0,1
1,BALL,-1.03828,-2,-4.03506,1,0,1
1,BALL,0.976336,-2,-9.08083,1,0,1
1,BALL,0.976336,-2,-7.14957,1,0,1
1,BALL,-4.99713,-2,-7.14957,1,0,1
1,BALL,-8.9516,-2.79534,7.40653,1,0,1
1,BALL,-6.75649,-2,7.40653,1,0,1
1,BALL,-6.75649,-2,3.17549,1,0,1
1,BALL,-9.85474,-2,3.17549,1,0,1
1,BALL,-9.85474,-2,9.92625,1,0,1
1,BALL,4.90394,-2,9.92625,1,0,1
1,BALL,5.3802,-2,-8.33219,1,0,1
1,BALL,-9.42563,-2,-8.33219,1,0,1
1,BALL,-9.42563,-2,-4.79694,1,0,1
1,BALL,-7.8495,-2,-4.79694,1,0,1
1,BALL,-8.57969,-2,-2.40961,1,0,1
1,BALL,-6.69274,-2,-12.2662,1,0,1
1,BALL,2.16479,-2,-12.2662,1,0,1
1,BALL,5.58401,-2,-1.14198,1,0,1
1,BALL,2.16479,-2,-1.14198,1,0,1
1,BALL,5.58401,-2,4.50108,1,0,1
1,BALL,7.904,-2,4.50108,1,0,1
1,BALL,8.28345,-2,9.84381,1,0,1
1,BALL,8.28345,-2,-10.8761,1,0,1
1,BALL,-4.86276,-2,-10.8761,1,0,1
1,BALL,-4.86276,-2,-2.25063,1,0,1
1,BALL,7.98177,-2,-2.25063,1,0,1
1,BALL,7.98177,-2,-5.90909,1,0,1
1,BALL,0.779079,-2,-5.90909,1,0,1
1,BALL,-0.111214,-2,6.50225,1,0,1
1,BALL,-4.31689,-2,6.50225,1,0,1
1,BALL,-4.31689,-2,1.47272,1,0,1
1,BALL,-8.60277,-2,1.47272,1,0,1
1,BALL,-9.85474,-2,11.6881,1,0,1
1,BALL,-4.64867,-2,16.6555,1,0,1
1,BALL,-9.85474,-2,13.268,1,0,1
1,BALL,-16.4787,-2,16.14,1,0,1
1,BALL,-13.542,-2,16.14,1,0,1
1,BALL,-9.08408,-2,17.7757,1,0,1
1,BALL,-12.9436,-2,17.7757,1,0,1
1,BALL,-6.55951,-2,18.3157,1,0,1
1,BALL,2.8215,-2,16.5487,1,0,1
1,BALL,-17.2418,-2,13.268,1,0,1
1,BALL,-15.2506,-2,4.13046,1,0,1
1,BALL,-15.2506,-2,7.99747,1,0,1
1,BALL,-13.8115,-2,7.99747,1,0,1
1,BALL,-13.8115,-2,9.72466,1,0,1
1,BALL,-4.80724,-2,9.72466,1,0,1
1,BALL,-4.80118,-2,12.7651,1,0,1
1,BALL,1.08103,-2,12.7651,1,0,1
1,BALL,1.08103,-2,16.6924,1,0,1
1,BALL,9.27832,-2,16.6924,1,0,1
1,BALL,10.1939,-2,10.5228,1,0,1
1,BALL,12.0109,-2,10.5228,1,0,1
1,BALL,12.0109,-2,14.5232,1,0,1
1,BALL,10.1939,-2,5.59063,1,0,1
1,BALL,13.8013,-2,6.93044,1,0,1
1,BALL,13.8013,-2,-1.1568,1,0,1
1,BALL,9.09486,-2,0.646847,1,0,1
1,BALL,13.8013,-2,2.98129,1,0,1
1,BALL,12.0932,-2,1.90786,1,0,1
1,BALL,-17.5545,-2,-13.8469,1,0,1
1,BALL,-15.9524,-2,-11.0335,1,0,1
1,BALL,-15.9524,-2,-16.4822,1,0,1
1,BALL,-7.92776,-2,-16.4822,1,0,1
1,BALL,-10.315,-2,-14.7459,1,0,1
1,BALL,-4.01191,-2,-14.7459,1,0,1
1,BALL,-4.01191,-2,-13.5184,1,0,1
1,BALL,-0.746566,-2,-13.5184,1,0,1
1,BALL,-0.746566,-2,-11.5444,1,0,1
1,BALL,-0.746566,-2,-11.5444,1,0,1
1,BALL,6.68813,-2,-11.5444,1,0,1
1,BALL,6.68813,-2,-9.66707,1,0,1
1,BALL,12.1109,-2,-9.66707,1,0,1
1,BALL,12.1109,-2,-2.65889,1,0,1
1,BALL,12.1109,-2,-16.0697,1,0,1
1,BALL,14.691,-2,-16.0697,1,0,1
1,BALL,14.691,-2,-12.5731,1,0,1
1,BALL,9.99761,-2,-12.5731,1,0,1
1,BALL,9.99761,-2,-16.6875,1,0,1
1,BALL,1.17206,-2,-16.6875,1,0,1
1,BALL,1.17206,-2,-15.5052,1,0,1
1,BALL,4.03369,-2,-12.2671,1,0,1
1,BALL,4.03369,-2,-15.5052,1,0,1
1,BALL,-2.38559,-2,-15.91,1,0,1
1,BALL,-2.38559,-2,-11.9052,1,0,1
1,BALL,6.05914,-2,17.1306,1,0,1
1,BALL,6.05914,-2,-17.8175,1,0,1
1,BALL,7.00385,-2,12.1541,1,0,1
1,BALL,16.297,-2,12.1541,1,0,1
1,BALL,16.297,-2,16.7447,1,0,1
1,BALL,14.1615,-2,17.4806,1,0,1
1,BALL,-13.4568,-2,-14.7459,1,0,1
1,BALL,-13.4568,-2,-10.5042,1,0,1
1,BALL,-13.4568,-2,-7.77873,1,0,1
1,BALL,-17.295,-2,-7.77873,1,0,1
1,BALL,-17.295,-2,-1.48807,1,0,1
1,BALL,-15.0476,-2,-1.48807,1,0,1
1,BALL,-15.0476,-2,-0.193908,1,0,1
1,BALL,-18.5601,-2,5.80229,1,0,1
1,BALL,-17.5561,-2,7.27248,1,0,1
1,BALL,-15.1775,-2,11.218,1,0,1
1,BALL,-12.8619,-2,13.4411,1,0,1
1,BALL,-15.1775,-2,13.4411,1,0,1
1,BALL,-17.9051,-2,16.5833,1,0,1
1,BALL,0.464225,-2,14.8109,1,0,1
1,BALL,-2.71994,-2,16.2708,1,0,1
1,BALL,-2.71994,-2,14.4356,1,0,1
1,BALL,3.86575,-2,18.4303,1,0,1
1,BALL,7.98946,-2,18.2758,1,0,1
1,BALL,7.98946,-2,14.7184,1,0,1
1,BALL,11.3649,-2,18.3336,1,0,1
1,BALL,13.5747,-2,15.3282,1,0,1
1,BALL,-7.45702,-2,12.9094,1,0,1
1,BALL,-7.45702,-2,10.1089,1,0,1
1,BALL,-0.170949,-2,11.0844,1,0,1
1,BALL,-1.98946,-2,12.5562,1,0,1
1,BALL,10.9332,-2,-7.14957,1,0,1
1,BALL,15.0921,-2,-5.90169,1,0,1
1,BALL,15.0921,-2,-9.83312,1,0,1
1,BALL,16.9682,-2,1.02019,1,0,1
1,BALL,16.1059,-2,5.51452,1,0,1
1,BALL,-10.6216,-2,-12.2662,1,0,1
1,BALL,-8.64452,-2,-10.8199,1,0,1
1,BALL,-8.64452,-2,-12.9879,1,0,1
1,BALL,-11.3492,-2,-17.5747,1,0,1
1,BALL,7.96821,-2,-14.7412,1,0,1
1,BALL,12.29,-2,-12.0965,1,0,1
1,BALL,12.699,-2,-5.83377,1,0,1
1,BALL,14.2156,-2,12.8413,1,0,1
1,BALL,4.50934,-2,14.2616,1,0,1
1,BALL,-10.9844,-2,19.2407,1,0,1
1,BALL,-10.9844,-2,-1.6951,1,0,1
1,BALL,-16.2482,-2,-4.9302,1,0,1
1,BALL,-2.86443,-2,-9.08083,1,0,1
1,BALL,-1.03828,-2,-6.27501,1,0,1
1,BALL,2.9957,-2,-4.03506,1,0,1
1,BALL,2.9957,-2,-14.0786,1,0,1
1,BALL,16.2179,-2,-14.0786,1,0,1
1,BALL,17.1151,-2,-6.74596,1,0,1
1,BALL,-2.72387,-2,10.1089,1,0,1
1,BALL,-2.72387,-2,4.13526,1,0,1
1,BOX,0,-4,0,200,1,200,0,0,0,0.4,0
1,BOX,0,1,100,200,10,1,0,0,0,0.9,0
1,BOX,0,1,-100,200,10,1,0,0,0,1,0
1,BOX,100,1,0,1,10,200,0,0,0,1,0
1,BOX,20,-3,0,0.5,2,40,0,0,0,1,0
1,BOX,-20,-3,0,0.5,2,40,0,0,0,1,0
1,BOX,-0.11137,-3,20,0.5,2,40,0,90,0,0.9,0
1,BOX,0.000873566,-3,-20,0.5,2,40.4645,0,90,0,1,0
1,BOX,-100,1,0,1,10,200,0,0,0,1,0
1,BOX,0,-2.95148,0,1,1,1,0,0,0,1,0
1,BOX,11.0465,-2.95148,0,1,1,1,0,0,0,1,0
1,BOX,11.0465,-2.95148,15.8729,1,1,1,0,0,0,1,0
1,BOX,-8.43624,-2.95148,15.8729,1,1,1,0,0,0,1,0
1,BOX,-13.1286,-2.95148,-2.85682,1,1,1,0,0,0,1,0
1,BOX,-8.43624,-2.95148,-7.01829,1,1,1,0,0,0,1,0
1,BOX,16.3109,-2.95148,-1.50164,1,1,1,0,0,0,1,0
1,BOX,11.9969,-2.95148,-13.6136,1,1,1,0,0,0,1,0
1,BOX,25.8108,-0.508004,70.3803,17.3988,3.72293,4.0462,0,0,-59.0572,1,0
1,BOX,-11.0078,-2.95148,7.08589,1,1,1,0,0,0,1,0
1,BOX,3.39368,-2.95148,7.20222,1,1,1,0,0,0,1,0
1,BOX,4.4171,-2.95148,-7.62098,0.699705,1,6.27046,0,45,0,1,0
1,BOX,10.7015,-2.95148,8.33413,0.874698,1,6.27046,0,75,0,1,0
1,BOX,-12.0262,-2.95148,2.58924,0.874698,1,6.27046,0,120,0,1,0
1,BOX,52.6089,-0.508004,54.8969,19.3527,3.72293,2.29827,0,59.5,0,1,0
1,BOX,-49.2567,-0.508004,-6.73627,2.6,3.22293,14.7909,39.5,0,30.5,1,0
1,BOX,53.7767,-0.508004,0.712425,31.1,4.6,3.79088,39.5,-61,34,1,0
1,BOX,-25.3834,-2.95148,66.1548,0.874698,1,6.27046,0,120,0,1,0
1,BOX,-44.5267,-2.95148,70.9714,2.33582,1,7.05018,0,57.5,0,1,0
1,BOX,-59.369,-0.508004,-58.6126,2.6,3.22293,14.7909,39.5,100.5,0,1,0
1,BOX,-1.77381,-0.146513,-67.8552,2.6,3.22293,14.7909,39.5,17.4002,9.5,1,0
1,BOX,62.2584,-0.508004,-54.4567,19.3527,3.72293,2.29827,0,-34,49,1,0
1,BOX,-59.369,-0.508004,52.6356,2.6,3.22293,14.7909,39.5,28,0,1,0
1,BOX,-41.6792,-0.508004,20.6595,2.6,3.22293,14.7909,79.111,-164.443,31.4773,1,0
1,BOX,39.0605,-5.37939,44.7748,31.1,4.6,3.79088,39.5,-61,-38.2576,1,0
1,BOX,-13.2268,-0.146513,41.3803,2.6,3.22293,14.7909,39.5,66.0395,9.5,1,0
1,BOX,0.31912,-0.508004,54.8969,17.3988,3.72293,4.0462,0,0,0,1,0
1,BOX,-28.7738,-0.508004,-44.4291,36.5754,8.22293,4.0462,-18.969,0,-57.916,1,0
1,BOX,74.3734,-2.06243,-34.3859,31.1,4.6,3.79088,40.0276,54.4839,-32.3552,1,0
1,BOX,28.2991,-0.508004,-65.5561,19.3527,3.72293,2.29827,-33.0603,-34,49,1,0
1,BOX,-71.8488,-0.321382,-24.7786,17.2509,17.454,19.2596,-81.9636,-230.089,60.228,1,0
1,BOX,-80.1304,-2.27479,20.6595,8.96353,8.22188,19.2483,-40.2561,-251.062,36.2271,1,0
