1,FallCheck,0,-30,0,
1,Line,0,-0.5,3,9,0.5,0.5,
1,PLAYER,-2,-0.0240536,0,0,0.9,0.01,1,0
1,PLAYER,2,0,0,0,0.9,0.01,1,1
1,BOX,-5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,0,-1,5,10,0.1,20,0,0,0,0.6,0.01
1,BOX,0,0,-5,11,2,1.1,0,0,0,0.8,0.02
1,Area2,0,-0.9,49,10,0.1,4,0,0,0,
1,Area1,0,-0.9,45,10,0.1,4,0,0,0,
1,Area3,0,-0.9,53,10,0.1,4,0,0,0,
1,BOX,-2.3,-1,24,2.5,0.1,6,0,45,0,0.6,0.01
1,BOX,2.3,-1,24,2.5,0.1,6,0,-45,0,0.6,0.01
1,BOX,0,-1,33.4084,11,0.1,11,0,45,0,0.6,0.01
1,BOX,2.3,-1,18,5,0.1,10.2983,0,45,0,0.6,0.01
1,BOX,-2.3,-1,18,9.34897,0.1,5,0,45,0,0.6,0.01
1,BOX,0,-1,15.6778,10,0.1,5,0,0,0,0.6,0.01
1,BOX,0,-1,33.2073,4.51676,0.1,5,0,0,0,0.6,0.01
1,BOX,0,-1,44.2323,10,0.1,21.5925,0,0,0,0.6,0.01
