1,FallCheck,0,-30,0,
1,Line,0,-0.5,3,12.369,0.5,0.5,
1,PLAYER,-2,-0.0240536,0,0,0.9,0.01,1,0
1,PLAYER,2,0,0,0,0.9,0.01,1,1
1,BOX,-6.5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,6.5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,0,-1,25,14,0.1,60,0,0,0,0.6,0.01
1,BOX,0,0,-5,14,2,1.1,0,0,0,0.8,0.02
1,Area2,0,-0.9,49,15,0.1,4,0,0,0,
1,Area1,0,-0.9,45,15,0.1,4,0,0,0,
1,Area3,0,-0.9,53,15,0.1,4,0,0,0,
1,BOX,5.06564,-0.2,21.6078,7.81323,1.5,7.17642,0,-46.55,0,0.8,0.02
1,BOX,7.50676,-0.2,17.8762,5.05793,1.5,3.13886,0,0,0,0.8,0.02
1,BOX,-5.33327,-0.2,15.7621,7.81323,1.5,9.42936,0,-46.5526,0,0.8,0.02
