1,FallCheck,0,-30,0,
1,Line,0,-0.698791,3,10,0.5,0.5,
1,PLAYER,-2,-0.0240536,0,0,0.9,0.01,1,0
1,PLAYER,2,0,0,0,0.9,0.01,1,1
1,BOX,-5.5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,5.5,0,25,1,2,60,0,0,0,0.9,0.02
1,BOX,0,-1,25,10,0.1,60,0,0,0,0.6,0.01
1,BOX,0,0,-5,12,2,1.1,0,0,0,0.8,0.2
1,Area2,0,-0.9,49,10,0.1,4,0,0,0,
1,Area1,0,-0.9,45,10,0.1,4,0,0,0,
1,Area3,0,-0.9,53,10,0.1,4,0,0,0,
1,BOX,0,-0.452285,22.8017,3,1,3,0,45,0,0.8,0.2
1,BOX,-5.5,-0.45,25.1599,3,1,3,0,45,0,0.8,0.2
1,BOX,5.10093,-0.45,24.9889,3,1,3,0,45,0,0.8,0.2
1,BOX,0,-0.45,27.1451,3,1,3,0,45,0,0.8,0.2
