1,FallCheck,0,-30,0,
1,PLAYER,-2,-0.0240536,0,0.9,0.01,1,0
1,PLAYER,2,0,0,0.9,0.01,1,1
1,BOX,-5.5,0,27.9793,1,2,65.4309,0,0,0,0.9,0.02
1,BOX,5.5,0,28.2605,1,2,66.2119,0,0,0,0.9,0.02
1,BOX,0,0,61.2283,12,2,1.1,0,0,0,0.8,0.2
1,BOX,-5,-0.5,21.5,7,1,7,0,45,0,0.9,0.2
1,BOX,4,-0.5,17.5,5.5,1,7,0,45,0,0.9,0.2
1,BOX,5,-0.5,27.5,9,1,9.5,0,-45,0,0.9,0.2
1,BOX,0,-1,28.8482,10,0.1,66.6945,0,0,0,0.6,0.01
1,BOX,0,0,-5,12,2,1.1,0,0,0,0.8,0.2
1,Area2,0,-0.9,49,10,0.1,4,0,0,0,
1,Area1,0,-0.9,45,10,0.1,4,0,0,0,
1,Area3,0,-0.9,53,10,0.1,4,0,0,0,
